iter	RMSE
132	0.3402865192
133	0.3377310929
134	0.3351507764
135	0.3327928488
136	0.3303792666
137	0.3281185818
138	0.3258642369
139	0.323309304
140	0.3209345928
141	0.3177683199
142	0.3154392293
143	0.3136562169
144	0.3113012686
145	0.3088346159
146	0.3062488502
147	0.3039805374
148	0.302042827
149	0.2999113118
150	0.2984319828
151	0.2959948407
152	0.2939998726
153	0.2913261562
154	0.2900386128
155	0.2878189276
156	0.286140044
157	0.2836085213
158	0.2820549638
159	0.2795383814
160	0.2773454327
161	0.2753593426
162	0.2732873164
163	0.2714462637
164	0.2688697564
165	0.2669373632
166	0.2652182596
167	0.2630922075
168	0.2611409253
169	0.2598183524
170	0.2581154956
171	0.256658211
172	0.2547721092
173	0.2529066992
174	0.2511480172
175	0.249208156
176	0.2470695264
177	0.2454639262
178	0.2434153956
179	0.2416126297
180	0.239740118
181	0.2379833245
182	0.2361973094
183	0.2344181939
184	0.2327533039
185	0.2316157152
186	0.2301226635
187	0.2281107407
188	0.2267624938
189	0.2252302527
190	0.2237781717
191	0.2221512912
192	0.2204203574
193	0.218798725
194	0.2174522383
195	0.215553143
196	0.2141091768
197	0.2125350416
198	0.2104984089
199	0.2090000257
200	0.2075777938
201	0.205979334
202	0.2045122913
203	0.2032787794
204	0.2017973981
205	0.2004486839
206	0.1990417552
207	0.1978017796
208	0.1964454754
209	0.1951504187
210	0.1938089322
211	0.1926943303
212	0.1914971626
213	0.1900073458
214	0.1889170001
215	0.1874777607
216	0.1861133158
217	0.184916102
218	0.1835656058
219	0.1822322188
220	0.1808080024
221	0.1793027455
222	0.1779544426
223	0.1769295364
224	0.1759522981
225	0.1749763273
226	0.1737367121
227	0.1722946015
228	0.1713307078
229	0.1699750038
230	0.1688252288
231	0.1675327986
232	0.1663761296
233	0.1652624104
234	0.1636558183
235	0.1624887292
236	0.1611041901
237	0.1598106253
238	0.1584268041
239	0.157260402
240	0.1562772669
241	0.1552157642
242	0.1536513905
243	0.1525704653
244	0.1519525353
245	0.1506332151
246	0.1495329742
247	0.1483708639
248	0.1475221305
249	0.1460293086
250	0.1448380875
251	0.1438966293
252	0.1428112133
253	0.1418329988
254	0.14078635
255	0.139665019
256	0.1384926042
257	0.1375177679
258	0.1363997081
259	0.1353503929
260	0.1342903529
261	0.1332604922
262	0.1322421888
263	0.1316180489
264	0.131075509
265	0.1304701048
266	0.1293666611
267	0.1282380136
268	0.1273264572
269	0.1262887176
270	0.1256041345
271	0.124673804
272	0.1237758458
273	0.1231427488
274	0.1222375308
275	0.1216039262
276	0.1205648395
277	0.1197277432
278	0.118700292
279	0.118042494
280	0.1170354966
281	0.1161559482
282	0.1150470639
283	0.1141652956
284	0.113364098
285	0.1123872104
286	0.1117739736
287	0.1108750258
288	0.1100559072
289	0.1094309024
290	0.1087856753
291	0.1079243416
292	0.1073433981
293	0.106471445
294	0.1056199349
295	0.1049007296
296	0.1038739696
297	0.1029545011
298	0.1020655096
299	0.1015627368
300	0.1009183841
301	0.1003430254
302	0.09950543113
303	0.09848394131
304	0.09783582244
305	0.09700607558
306	0.09625033333
307	0.0953972357
308	0.09483610785
309	0.09437518115
310	0.09358708553
311	0.09292306274
312	0.09244376499
313	0.09196833694
314	0.09134296388
315	0.09088952644
316	0.09022461828
317	0.08978877998
318	0.08915773179
319	0.08833678339
320	0.08759779686
321	0.08688721486
322	0.08646861268
323	0.08588490066
324	0.08530389953
325	0.08470752988
326	0.08411121954
327	0.08361282102
328	0.08302959852
329	0.08262736639
330	0.0822536726
331	0.08174915853
332	0.08125349946
333	0.08062407996
334	0.08016085258
335	0.07961140487
336	0.07896555536
337	0.07858506294
338	0.07795412268
339	0.07743574408
340	0.07706009038
341	0.07655415112
342	0.07612059064
343	0.07575114665
344	0.07520355815
345	0.07475025789
346	0.07430121351
347	0.07371188476
348	0.07331402278
349	0.07276808405
350	0.07232102743
351	0.07180727703
352	0.07124571553
353	0.07072631551
354	0.07027328749
355	0.06975769593
356	0.06933598091
357	0.06893679901
358	0.06854345395
359	0.06811413205
360	0.06767993547
361	0.06727645944
362	0.06687518359
363	0.06632534286
364	0.06594903392
365	0.06556362678
366	0.06519181091
367	0.06466091072
368	0.06431322194
369	0.06394350213
370	0.06357791055
371	0.06307341354
372	0.06274158705
373	0.06239227314
374	0.06203426067
375	0.06167659987
376	0.06132454558
377	0.06083249314
378	0.06049016536
379	0.06000987575
380	0.05967536021
381	0.05934501682
382	0.05901879629
383	0.05869664994
384	0.05834869896
385	0.05803124618
386	0.05766314192
387	0.05732278462
388	0.05701291897
389	0.05665345431
390	0.05634327878
391	0.05605076998
392	0.05572718502
393	0.05537602458
394	0.05502981298
395	0.05466327139
396	0.0542866087
397	0.05392734908
398	0.05359599904
399	0.05326931805
400	0.05293571233
401	0.05260656478
402	0.05230639246
403	0.05198268445
404	0.05171731897
405	0.05144804701
406	0.05113097351
407	0.05071393318
408	0.05036720331
409	0.05006525947
410	0.0498061388
411	0.04950222099
412	0.04910253458
413	0.0488045605
414	0.04855397659
415	0.04816207462
416	0.04783798538
417	0.04745616693
418	0.04717435596
419	0.04688970287
420	0.04665555558
421	0.04637573496
422	0.04623891401
423	0.04592862486
424	0.04571787072
425	0.04558543331
426	0.04530576772
427	0.0450487797
428	0.04491920674
429	0.04479160727
430	0.04455347686
431	0.0442885392
432	0.04387180949
433	0.04364069097
434	0.04338497809
435	0.04309784704
436	0.04296201236
437	0.04271242821
438	0.04257932944
439	0.04229885016
440	0.04206284449
441	0.04195292849
442	0.0415590017
443	0.04134191909
444	0.04114096306
445	0.04092754271
446	0.04067562141
447	0.04057069134
448	0.04033169822
449	0.04022829223
450	0.04012635001
451	0.03989084189
452	0.03952081331
453	0.03931823974
454	0.03907987598
455	0.03876446955
456	0.03845488262
457	0.03815101162
458	0.03789731993
459	0.03762088378
460	0.03743318824
461	0.03724899267
462	0.03695887158
463	0.03671566799
464	0.03645093809
465	0.03613330027
466	0.03595642261
467	0.03578284303
468	0.03557533795
469	0.03531979705
470	0.03515313502
471	0.03495679544
472	0.03468295197
473	0.03448668825
474	0.03421922236
475	0.03395528173
476	0.03379946885
477	0.03370693103
478	0.03350206206
479	0.03331702248
480	0.03322690848
481	0.03302697694
482	0.03293892932
483	0.03285216385
484	0.03276666167
485	0.03254294598
486	0.03238614953
487	0.03224202336
488	0.03208968166
489	0.03187341918
490	0.03170191369
491	0.03155468932
492	0.03141737963
493	0.0312743555
494	0.03110679846
495	0.03094282358
496	0.03075072266
497	0.0305612283
498	0.0303963796
499	0.03021042407
500	0.03002698965
501	0.02984681972
502	0.02968840632
503	0.02950926584
504	0.02935540273
505	0.02918099747
506	0.02900956514
507	0.02883331162
508	0.0287032472
509	0.02856594635
510	0.02839433375
511	0.02824276212
512	0.02807818131
513	0.02793331228
514	0.02777199068
515	0.02761296121
516	0.02751294599
517	0.02735801795
518	0.02721871566
519	0.02709892657
520	0.02700273268
521	0.02690532025
522	0.02672657192
523	0.0265732558
524	0.02640026333
525	0.02629525882
526	0.02614984331
527	0.02598143144
528	0.02583913166
529	0.02566907234
530	0.0255052215
531	0.02540516096
532	0.02526709942
533	0.02513072883
534	0.02502324117
535	0.02486599678
536	0.02477000621
537	0.02463791411
538	0.02453426229
539	0.02438185301
540	0.02422018417
541	0.0240241391
542	0.02392427281
543	0.02383752158
544	0.02371231788
545	0.02362765478
546	0.0235044336
547	0.02336095149
548	0.02327774669
549	0.02315769881
550	0.023004607
551	0.02292398612
552	0.02284758358
553	0.02273042998
554	0.02258291853
555	0.02250537973
556	0.02235613181
557	0.02227394412
558	0.02212761157
559	0.02201462395
560	0.02194025136
561	0.02179733912
562	0.02168334897
563	0.0216109706
564	0.02150096568
565	0.02142356124
566	0.02131518125
567	0.02123633612
568	0.02116686984
569	0.02106031395
570	0.02095247485
571	0.02088493507
572	0.02074930796
573	0.02057279069
574	0.02050068034
575	0.02043594402
576	0.02031407242
577	0.02019385462
578	0.02002385143
579	0.01990640621
580	0.01974061555
581	0.01962588181
582	0.01951270816
583	0.01935212766
584	0.01924118326
585	0.01915731972
586	0.01900120791
587	0.0189121893
588	0.01883226887
589	0.01874707722
590	0.0186395869
591	0.01857881205
592	0.01847347025
593	0.01833855649
594	0.01823566008
595	0.01817741073
596	0.018075956
597	0.01795946722
598	0.01784483257
599	0.01770130781
600	0.01761788258
601	0.01749058457
602	0.01743315685
603	0.01732262748
604	0.01721386088
605	0.01709074369
606	0.01700490609
607	0.01692578036
608	0.01684881428
609	0.01679071033
610	0.01667144492
611	0.01659808605
612	0.01648127344
613	0.01642308254
614	0.01639533699
615	0.01628073357
616	0.01625348999
617	0.01622664315
618	0.01620018713
619	0.0161144573
620	0.01608843487
621	0.01606553741
622	0.01595412096
623	0.01592827325
624	0.01584449494
625	0.01581905179
626	0.01579400622
627	0.01571127862
628	0.01568662293
629	0.015604933
630	0.0155806599
631	0.01547385246
632	0.01545005385
633	0.01534351225
634	0.01532019705
635	0.01522284407
636	0.01519985164
637	0.01517714876
638	0.01509919915
639	0.01507670932
640	0.01505449454
641	0.0149776336
642	0.01495563608
643	0.01493389968
644	0.01485133493
645	0.01482985262
646	0.01475473305
647	0.01473352648
648	0.01463599731
649	0.01454569244
650	0.01452481735
651	0.01444527363
652	0.01442471478
653	0.0143498368
654	0.01432958994
655	0.01425170553
656	0.01423169532
657	0.01413798693
658	0.01404535835
659	0.0140256828
660	0.01395008219
661	0.01393070101
662	0.01383942726
663	0.01374958741
664	0.01373059969
665	0.01366380275
666	0.01364506215
667	0.01355609453
668	0.01348407442
669	0.01339639619
670	0.01337806834
671	0.01329151941
672	0.01321170046
673	0.01319893512
674	0.01313560085
675	0.01311776425
676	0.01303422833
677	0.01295637191
678	0.01287293307
679	0.01279044853
680	0.01270835012
681	0.01262752426
682	0.01260615567
683	0.01252639029
684	0.01246709867
685	0.01238864589
686	0.01231026709
687	0.01223339668
688	0.01216141196
689	0.01214085117
690	0.01207825388
691	0.01205795742
692	0.01198625106
693	0.01191642456
694	0.01185552516
695	0.01183565111
696	0.01177563495
697	0.01175601449
698	0.01167390717
699	0.01158098928
700	0.01151425728
701	0.01149519116
702	0.01141633315
703	0.01135893492
704	0.01126959632
705	0.01125104707
706	0.01118694235
707	0.01116860391
708	0.01109260165
709	0.01103728894
710	0.01101933883
711	0.01095724911
712	0.01088325016
713	0.01082940362
714	0.01079462069
715	0.01076051618
716	0.01074324021
717	0.01067155945
718	0.01061087652
719	0.01057794206
720	0.01053297896
721	0.01051926924
722	0.0104870993
723	0.01041778245
724	0.0103735758
725	0.01030060737
726	0.01028273872
727	0.01026512241
728	0.01018836361
729	0.01011735677
730	0.01010388552
731	0.010088024
732	0.01006782971
733	0.0099846673
734	0.009924812572
735	0.009909173759
736	0.009893776134
737	0.009815343534
738	0.009757219227
739	0.009742289096
740	0.009727589537
741	0.009706107845
742	0.00964215092
743	0.009596218601
744	0.00951468235
745	0.009459189333
746	0.009443738469
747	0.009382036485
748	0.009316530748
749	0.009251996251
750	0.009236954435
751	0.009196798877
752	0.009128545786
753	0.009110421211
754	0.009092587103
755	0.009015569584
756	0.008939917421
757	0.008888902148
758	0.008874455952
759	0.008800577874
760	0.008739686009
761	0.008725550969
762	0.008665631919
763	0.008606605323
764	0.008592624501
765	0.008521193568
766	0.008467804824
767	0.008454980525
768	0.008397458301
769	0.008384815026
770	0.008368635798
771	0.008299534893
772	0.008287135494
773	0.008219293417
774	0.008152660498
775	0.008097490698
776	0.008085323333
777	0.008070759639
778	0.008005826127
779	0.007988759029
780	0.007958544622
781	0.007944331775
782	0.007880895908
783	0.007827785674
784	0.007811261291
785	0.007781757532
786	0.007738292696
787	0.007677039456
788	0.007664123861
789	0.007604747904
790	0.007553837413
791	0.007541146476
792	0.007528650658
793	0.007470765247
794	0.007459113646
795	0.007407195167
796	0.007355936929
797	0.007327919666
798	0.00727904357
799	0.007267834019
800	0.007240321153
801	0.007229262713
802	0.007179558385
803	0.007152446334
804	0.007097435065
805	0.007086758333
806	0.007038420881
807	0.007011882303
808	0.006985602082
809	0.006965600514
810	0.006918358079
811	0.006892480447
812	0.00685399379
813	0.006808338084
814	0.00678308219
815	0.006758072269
816	0.006732219033
817	0.006706934788
818	0.006660559147
819	0.006616808833
820	0.006600126159
821	0.006590088259
822	0.006580195262
823	0.006543782052
824	0.006504972002
825	0.006495206486
826	0.006477267614
827	0.006441697173
828	0.006401872893
829	0.006392287102
830	0.006380937338
831	0.006357421827
832	0.006346383387
833	0.006311790801
834	0.006291282584
835	0.006257272153
836	0.006241786937
837	0.006208288839
838	0.006175212403
839	0.006137193662
840	0.006104817618
841	0.006067664193
842	0.006021845612
843	0.006005761011
844	0.005969407468
845	0.005924641561
846	0.005889022978
847	0.005845217907
848	0.005829705712
849	0.005786741457
850	0.005755423873
851	0.005719326992
852	0.00568897456
853	0.005678681721
854	0.005643315241
855	0.005633204393
856	0.005623262148
857	0.005613485613
858	0.005603871947
859	0.005583100803
860	0.005573634446
861	0.005553049036
862	0.005543727164
863	0.005523325282
864	0.005487471687
865	0.005477971311
866	0.005468810893
867	0.005426217743
868	0.005417243616
869	0.005376064207
870	0.005341690392
871	0.005321966663
872	0.00531119884
873	0.005291642128
874	0.005282927422
875	0.005263544315
876	0.0052239603
877	0.005190058529
878	0.005157160936
879	0.005147017646
880	0.005110044429
881	0.005091227405
882	0.005081032793
883	0.005062376177
884	0.005052342956
885	0.005033844802
886	0.005001687129
887	0.004983487064
888	0.004951476827
889	0.004920369686
890	0.004891040983
891	0.004875146199
892	0.004859566897
893	0.004825032227
894	0.004796593014
895	0.004782160289
896	0.00477411035
897	0.004744566598
898	0.004716989005
899	0.004682528935
900	0.00466869974
901	0.004657386984
902	0.004625849842
903	0.004597257083
904	0.004575896316
905	0.004552856937
906	0.004530089627
907	0.004504464807
908	0.004476508763
909	0.004467828795
910	0.004459285146
911	0.004427873841
912	0.004420573641
913	0.004413438554
914	0.004389638854
915	0.004382623333
916	0.004359152751
917	0.004335979678
918	0.004329107006
919	0.004306252433
920	0.004299493489
921	0.004271348661
922	0.004255809956
923	0.004228010959
924	0.004212734385
925	0.004197603833
926	0.004175741824
927	0.004169168827
928	0.004147606283
929	0.004120804465
930	0.004106127428
931	0.004081375892
932	0.004055755337
933	0.004049374879
934	0.004043076602
935	0.00402238312
936	0.003996602838
937	0.003977295318
938	0.003966228833
939	0.003952358276
940	0.003941476667
941	0.00392777088
942	0.003921635665
943	0.003911560973
944	0.00388651605
945	0.003873044743
946	0.003867016496
947	0.003850652374
948	0.003826125028
949	0.003815731928
950	0.003792595322
951	0.003776687445
952	0.003767150877
953	0.003745966131
954	0.003732841674
955	0.003719934156
956	0.003699183438
957	0.00368148305
958	0.003664038025
959	0.003648673073
960	0.003625477393
961	0.003610409649
962	0.003587583443
963	0.003581944593
964	0.003559312247
965	0.003544626218
966	0.003534899277
967	0.003522569613
968	0.003506992552
969	0.003485077143
970	0.003464497185
971	0.003450291204
972	0.0034287517
973	0.003413779578
974	0.003393806668
975	0.003372702595
976	0.003351887125
977	0.003333163984
978	0.003313343063
979	0.003296608909
980	0.003287230354
981	0.003268338901
982	0.003259174699
983	0.003239954142
984	0.003221613099
985	0.003217949555
986	0.00320897682
987	0.003190300689
988	0.003172500257
989	0.003151705851
990	0.003142880374
991	0.003124928252
992	0.003104773818
993	0.003098324411
994	0.003081396722
995	0.003073950111
996	0.003066681795
997	0.003047898923
998	0.003040846434
999	0.003012765277
