GP;date;year;month;day;T;P;Q_obs;Q_sim
76141 Sludka;17.12.2009;2009;12;17;-25.9875;0.175;10.3;2.918562298
76141 Sludka;18.12.2009;2009;12;18;-21.4875;2.275;10.1;2.811102642
76141 Sludka;19.12.2009;2009;12;19;-28.975;0.15;9.32;2.706553486
76141 Sludka;20.12.2009;2009;12;20;-24.1375;0.125;9.1;2.604843944
76141 Sludka;21.12.2009;2009;12;21;-24.4875;0.075;8.4;2.505904771
76141 Sludka;22.12.2009;2009;12;22;-20.21428571;7;8.19;2.409668332
76141 Sludka;23.12.2009;2009;12;23;-13.325;3.7;7.96;2.316068563
76141 Sludka;24.12.2009;2009;12;24;-10.4875;2.575;7.75;2.225040934
76141 Sludka;25.12.2009;2009;12;25;-6.4875;0.75;7.99;2.136522416
76141 Sludka;26.12.2009;2009;12;26;-16.6375;0.875;7.77;2.050451447
76141 Sludka;27.12.2009;2009;12;27;-12.775;13.75;7.78;1.966767898
76141 Sludka;28.12.2009;2009;12;28;-4.5125;9.25;7.77;1.885413042
76141 Sludka;29.12.2009;2009;12;29;-11.95;1.925;7.77;1.806329519
76141 Sludka;30.12.2009;2009;12;30;-17.8;3.825;7.55;1.72946131
76141 Sludka;31.12.2009;2009;12;31;-21.0375;5.5;7.33;1.654753701
76141 Sludka;01.01.2010;2010;1;1;-23.3125;4.25;7.52;1.582153256
76141 Sludka;02.01.2010;2010;1;2;-20.3375;8.575;7.68;1.511607791
76141 Sludka;03.01.2010;2010;1;3;-13.075;3.725;7.94;1.44306634
76141 Sludka;04.01.2010;2010;1;4;-5.2;4.575;7.94;1.376479129
76141 Sludka;05.01.2010;2010;1;5;-22.9625;0.225;8.18;1.311797553
76141 Sludka;06.01.2010;2010;1;6;-32.77142857;0;8.16;1.248974144
76141 Sludka;07.01.2010;2010;1;7;-32.1375;0.25;8.88;1.187962547
76141 Sludka;08.01.2010;2010;1;8;-24.6375;0.75;8.82;1.128717497
76141 Sludka;09.01.2010;2010;1;9;-16.825;2.4;8.82;1.07119479
76141 Sludka;10.01.2010;2010;1;10;-14.8875;1.675;8.35;1.015351263
76141 Sludka;11.01.2010;2010;1;11;-26.7125;0.475;7.84;0.961144766
76141 Sludka;12.01.2010;2010;1;12;-15.2875;1.475;8.51;0.908534143
76141 Sludka;13.01.2010;2010;1;13;-13.2;0.675;8.64;0.857479207
76141 Sludka;14.01.2010;2010;1;14;-14.625;2.4;8.86;0.80794072
76141 Sludka;15.01.2010;2010;1;15;-16.6125;4.325;9.07;0.759880366
76141 Sludka;16.01.2010;2010;1;16;-24.7125;0.125;9.07;0.713260737
76141 Sludka;17.01.2010;2010;1;17;-16;0.35;9.07;0.668045309
76141 Sludka;18.01.2010;2010;1;18;-13.4875;0.975;9.29;0.624198419
76141 Sludka;19.01.2010;2010;1;19;-15.2125;0.425;9.29;0.581685252
76141 Sludka;20.01.2010;2010;1;20;-24.95714286;0;9.29;0.540471814
76141 Sludka;21.01.2010;2010;1;21;-28.6875;0;9.29;0.500524919
76141 Sludka;22.01.2010;2010;1;22;-26.0625;0;9.07;0.461812169
76141 Sludka;23.01.2010;2010;1;23;-26.425;0;9.07;0.424301934
76141 Sludka;24.01.2010;2010;1;24;-23.85;0.125;9.41;0.387963337
76141 Sludka;25.01.2010;2010;1;25;-17.2;0.2;9.41;0.352766233
76141 Sludka;26.01.2010;2010;1;26;-19.8625;0.075;9.41;0.318681199
76141 Sludka;27.01.2010;2010;1;27;-24.6375;0.125;9.41;0.285679511
76141 Sludka;28.01.2010;2010;1;28;-28.7125;0.075;9.18;0.253733128
76141 Sludka;29.01.2010;2010;1;29;-20.925;0.075;8.96;0.222814682
76141 Sludka;30.01.2010;2010;1;30;-19.5625;0.475;8.96;0.192897458
76141 Sludka;31.01.2010;2010;1;31;-17.5125;1.75;8.51;0.16395538
76141 Sludka;01.02.2010;2010;2;1;-24.2125;0;8.21;0.135962995
76141 Sludka;02.02.2010;2010;2;2;-22.3;0;7.99;0.108895462
76141 Sludka;03.02.2010;2010;2;3;-19.2875;0;7.99;0.082728534
76141 Sludka;04.02.2010;2010;2;4;-25.15;0;7.99;0.057438549
76141 Sludka;05.02.2010;2010;2;5;-17.4875;0;7.99;0.033002411
76141 Sludka;06.02.2010;2010;2;6;-16.9;0.025;7.99;0.010924861
76141 Sludka;07.02.2010;2010;2;7;-15.375;0.2;7.99;-0.006403501
76141 Sludka;08.02.2010;2010;2;8;-17.0125;0.275;7.78;-0.016675634
76141 Sludka;09.02.2010;2010;2;9;-16.3375;0;7.56;-0.020720383
76141 Sludka;10.02.2010;2010;2;10;-14.55;0;7.28;-0.02121638
76141 Sludka;11.02.2010;2010;2;11;-14.9375;0;7.28;-0.020751108
76141 Sludka;12.02.2010;2010;2;12;-14.2625;0;7.28;-0.02029604
76141 Sludka;13.02.2010;2010;2;13;-11.0125;0;7.28;-0.019850951
76141 Sludka;14.02.2010;2010;2;14;-10.575;0;7.28;-0.019415623
76141 Sludka;15.02.2010;2010;2;15;-11.9125;4.25;7.28;-0.018989842
76141 Sludka;16.02.2010;2010;2;16;-10.525;4.125;7.49;-0.018573398
76141 Sludka;17.02.2010;2010;2;17;-16.0375;0.225;7.28;-0.018166087
76141 Sludka;18.02.2010;2010;2;18;-23.475;0;7.28;-0.017767707
76141 Sludka;19.02.2010;2010;2;19;-22.5625;0.8;7.28;-0.017378065
76141 Sludka;20.02.2010;2010;2;20;-30.5875;0;7.28;-0.016996967
76141 Sludka;21.02.2010;2010;2;21;-30.15;0;7.28;-0.016624226
76141 Sludka;22.02.2010;2010;2;22;-26.675;0;7.28;-0.01625966
76141 Sludka;23.02.2010;2010;2;23;-19.6125;0.5;7.28;-0.015903088
76141 Sludka;24.02.2010;2010;2;24;-14.3;3.5;7.07;-0.015554336
76141 Sludka;25.02.2010;2010;2;25;-14.45;0.075;7.07;-0.015213232
76141 Sludka;26.02.2010;2010;2;26;-9.8;0.225;7.07;-0.014879608
76141 Sludka;27.02.2010;2010;2;27;-7.575;1.75;6.86;-0.014553301
76141 Sludka;28.02.2010;2010;2;28;-5.914285714;2.25;7.07;-0.01423415
76141 Sludka;01.03.2010;2010;3;1;-4.975;0.3;6.8;-0.013921997
76141 Sludka;02.03.2010;2010;3;2;-7.6125;0;6.8;-0.01361669
76141 Sludka;03.03.2010;2010;3;3;-6.1125;0;6.6;-0.013318079
76141 Sludka;04.03.2010;2010;3;4;-3.5875;0.3;6.34;-0.013026015
76141 Sludka;05.03.2010;2010;3;5;-4.375;3.2;6.53;-0.012740357
76141 Sludka;06.03.2010;2010;3;6;-6.7625;0.8;6.81;-0.012460963
76141 Sludka;07.03.2010;2010;3;7;-9.6625;0;6.69;-0.012187696
76141 Sludka;08.03.2010;2010;3;8;-5.7;1.5;6.72;-0.011920422
76141 Sludka;09.03.2010;2010;3;9;-5.975;2.425;6.56;-0.01165901
76141 Sludka;10.03.2010;2010;3;10;-7.6375;0.425;6.71;-0.011403329
76141 Sludka;11.03.2010;2010;3;11;-8.0125;1.125;6.4;-0.011153256
76141 Sludka;12.03.2010;2010;3;12;-8.475;4.525;6.38;-0.010908667
76141 Sludka;13.03.2010;2010;3;13;-2.6625;1.5;6.66;-0.010669442
76141 Sludka;14.03.2010;2010;3;14;-3.7125;1.6;6.77;-0.010435463
76141 Sludka;15.03.2010;2010;3;15;-4.25;1.3;6.77;-0.010206615
76141 Sludka;16.03.2010;2010;3;16;-7.55;4.5;6.58;-0.009982786
76141 Sludka;17.03.2010;2010;3;17;-8.2375;2.3;6.58;-0.009763865
76141 Sludka;18.03.2010;2010;3;18;-10.075;0;6.72;-0.009549745
76141 Sludka;19.03.2010;2010;3;19;-11.02857143;0.4;6.86;-0.009340321
76141 Sludka;20.03.2010;2010;3;20;-12.5875;0;7.06;-0.009135489
76141 Sludka;21.03.2010;2010;3;21;-9.475;0;7.06;-0.00893515
76141 Sludka;22.03.2010;2010;3;22;-3.575;0.7;7.06;-0.008739203
76141 Sludka;23.03.2010;2010;3;23;-1.2625;1.9;7.4;-0.008547554
76141 Sludka;24.03.2010;2010;3;24;-5.375;0.5;7.55;-0.008360108
76141 Sludka;25.03.2010;2010;3;25;-8.875;0;7.75;-0.008176772
76141 Sludka;26.03.2010;2010;3;26;-10.45;0;7.75;-0.007997457
76141 Sludka;27.03.2010;2010;3;27;-7.3875;3.05;7.75;-0.007822074
76141 Sludka;28.03.2010;2010;3;28;-2.9125;0.15;7.96;-0.007650537
76141 Sludka;29.03.2010;2010;3;29;3.45;0;8;-0.007482762
76141 Sludka;30.03.2010;2010;3;30;2.1;0;8;-0.00899162
76141 Sludka;31.03.2010;2010;3;31;4.3125;0;8.4;-0.012140342
76141 Sludka;01.04.2010;2010;4;1;1.257142857;0;8.4;-0.01856592
76141 Sludka;02.04.2010;2010;4;2;3.1875;0;8.8;-0.024850586
76141 Sludka;03.04.2010;2010;4;3;7.3625;0;9.38;0.064822903
76141 Sludka;04.04.2010;2010;4;4;6.7;0;9.79;3.810231233
76141 Sludka;05.04.2010;2010;4;5;6.75;0;10.4;15.42295876
76141 Sludka;06.04.2010;2010;4;6;4.425;0;11.2;36.90053871
76141 Sludka;07.04.2010;2010;4;7;4.6;0;13.8;63.36415863
76141 Sludka;08.04.2010;2010;4;8;6.75;0;18.2;90.52596718
76141 Sludka;09.04.2010;2010;4;9;5.5;0;25.4;116.8516015
76141 Sludka;10.04.2010;2010;4;10;4.0375;0;39.4;142.568098
76141 Sludka;11.04.2010;2010;4;11;4.025;0;57.3;164.6521696
76141 Sludka;12.04.2010;2010;4;12;-0.525;0;70.7;177.7939536
76141 Sludka;13.04.2010;2010;4;13;-0.775;0.075;77;180.1255037
76141 Sludka;14.04.2010;2010;4;14;-0.05;0.225;77.6;172.0506809
76141 Sludka;15.04.2010;2010;4;15;0.75;0.65;73.9;158.9808379
76141 Sludka;16.04.2010;2010;4;16;2.9625;0.75;72;146.4459115
76141 Sludka;17.04.2010;2010;4;17;5.3875;0;73;141.4770498
76141 Sludka;18.04.2010;2010;4;18;6.2375;1.1;110;148.5194796
76141 Sludka;19.04.2010;2010;4;19;7.5125;1.5;174;169.2622572
76141 Sludka;20.04.2010;2010;4;20;7.985714286;0.5;230;201.5594928
76141 Sludka;21.04.2010;2010;4;21;4.7875;0.3;261;237.6707548
76141 Sludka;22.04.2010;2010;4;22;12.0125;0;263;275.0110844
76141 Sludka;23.04.2010;2010;4;23;16.8375;0.075;266;302.9409675
76141 Sludka;24.04.2010;2010;4;24;8.55;0.225;280;319.7648906
76141 Sludka;25.04.2010;2010;4;25;9.1;0;295;314.1499667
76141 Sludka;26.04.2010;2010;4;26;4.9;0;291;295.4067177
76141 Sludka;27.04.2010;2010;4;27;0.775;1;278;268.8638889
76141 Sludka;28.04.2010;2010;4;28;-0.725;5;270;245.1815476
76141 Sludka;29.04.2010;2010;4;29;4.1125;0;251;225.3673374
76141 Sludka;30.04.2010;2010;4;30;6.1125;0;212;208.6180205
76141 Sludka;01.05.2010;2010;5;1;9.95;0;182;194.0828418
76141 Sludka;02.05.2010;2010;5;2;11.925;0.175;169;179.1058722
76141 Sludka;03.05.2010;2010;5;3;13.85;0.525;164;164.0951101
76141 Sludka;04.05.2010;2010;5;4;15.3;0.2;132;149.3516832
76141 Sludka;05.05.2010;2010;5;5;18.1125;0.6;101;136.110417
76141 Sludka;06.05.2010;2010;5;6;18.2;0;92;123.9372797
76141 Sludka;07.05.2010;2010;5;7;8.5375;0;88.4;112.6264395
76141 Sludka;08.05.2010;2010;5;8;6.7375;0;84.8;101.8639259
76141 Sludka;09.05.2010;2010;5;9;13.2625;0;80.3;91.76115443
76141 Sludka;10.05.2010;2010;5;10;16.6;0;76.7;82.33250604
76141 Sludka;11.05.2010;2010;5;11;17.6;0;62.3;73.67424925
76141 Sludka;12.05.2010;2010;5;12;20.3;0;57.8;65.71366635
76141 Sludka;13.05.2010;2010;5;13;20.4625;0;48.8;58.38216485
76141 Sludka;14.05.2010;2010;5;14;20.1375;0;44;51.62588885
76141 Sludka;15.05.2010;2010;5;15;18.4125;0.65;41.6;45.49640208
76141 Sludka;16.05.2010;2010;5;16;17.4875;4;42.4;40.4692263
76141 Sludka;17.05.2010;2010;5;17;7.15;30.75;48;40.98310655
76141 Sludka;18.05.2010;2010;5;18;6.057142857;0;63.2;46.43124944
76141 Sludka;19.05.2010;2010;5;19;10.825;0;79.4;55.41287213
76141 Sludka;20.05.2010;2010;5;20;9.8;0;98.3;58.63195764
76141 Sludka;21.05.2010;2010;5;21;12.77142857;0.4;106;56.69748402
76141 Sludka;22.05.2010;2010;5;22;14.025;8;89.3;51.79532643
76141 Sludka;23.05.2010;2010;5;23;6.2875;0;73.1;48.66095082
76141 Sludka;24.05.2010;2010;5;24;9.65;1.5;44.7;47.26006797
76141 Sludka;25.05.2010;2010;5;25;15.6625;4.5;41.6;45.58106984
76141 Sludka;26.05.2010;2010;5;26;18.6875;0;36.3;43.66469847
76141 Sludka;27.05.2010;2010;5;27;15.625;0.95;33;41.26520755
76141 Sludka;28.05.2010;2010;5;28;9.05;10;36.1;39.65008085
76141 Sludka;29.05.2010;2010;5;29;7.3;0.75;42.9;38.84875069
76141 Sludka;30.05.2010;2010;5;30;11.15;0;41;38.785062
76141 Sludka;31.05.2010;2010;5;31;13.6375;2.15;41;37.77598307
76141 Sludka;01.06.2010;2010;6;1;16.0875;0.45;44.2;35.96458891
76141 Sludka;02.06.2010;2010;6;2;14.175;2.1;41.1;33.87802592
76141 Sludka;03.06.2010;2010;6;3;14.4875;5.45;39.9;32.80100246
76141 Sludka;04.06.2010;2010;6;4;17.925;0.85;43.6;32.47222882
76141 Sludka;05.06.2010;2010;6;5;20.7375;2;43.6;32.44933038
76141 Sludka;06.06.2010;2010;6;6;11.0875;6.75;38.7;32.50539154
76141 Sludka;07.06.2010;2010;6;7;8.825;2.25;38.7;32.63371647
76141 Sludka;08.06.2010;2010;6;8;10.075;0;38.1;32.76125389
76141 Sludka;09.06.2010;2010;6;9;8.1;5;37;32.64088005
76141 Sludka;10.06.2010;2010;6;10;8.6625;0;35.3;32.28921548
76141 Sludka;11.06.2010;2010;6;11;9.1;0.5;32.7;31.81901089
76141 Sludka;12.06.2010;2010;6;12;11.725;5;30.7;31.40279047
76141 Sludka;13.06.2010;2010;6;13;19.275;6;30.2;31.35490782
76141 Sludka;14.06.2010;2010;6;14;18.825;0.3;31.2;31.5093693
76141 Sludka;15.06.2010;2010;6;15;15.7625;0.75;30.6;31.68640739
76141 Sludka;16.06.2010;2010;6;16;13.9125;2.875;30.9;31.33345624
76141 Sludka;17.06.2010;2010;6;17;16.175;1.375;31.3;30.74555506
76141 Sludka;18.06.2010;2010;6;18;11.6;1;29.8;30.10034873
76141 Sludka;19.06.2010;2010;6;19;10.7625;0;28.3;29.52291634
76141 Sludka;20.06.2010;2010;6;20;14.075;0;26.9;28.80693288
76141 Sludka;21.06.2010;2010;6;21;17.0625;0;25.1;27.91548553
76141 Sludka;22.06.2010;2010;6;22;18.22857143;0;22.6;26.94161578
76141 Sludka;23.06.2010;2010;6;23;21.625;0;21;25.92850174
76141 Sludka;24.06.2010;2010;6;24;19.8;0;19.4;24.90172259
76141 Sludka;25.06.2010;2010;6;25;16.4125;0;17.5;23.8580168
76141 Sludka;26.06.2010;2010;6;26;19.05;0;16.1;22.79640891
76141 Sludka;27.06.2010;2010;6;27;22.475;0;15.4;21.72106232
76141 Sludka;28.06.2010;2010;6;28;22.725;0;14.7;20.63451958
76141 Sludka;29.06.2010;2010;6;29;17.775;0;13.4;19.53781204
76141 Sludka;30.06.2010;2010;6;30;10.8875;0;12.8;18.43030757
76141 Sludka;01.07.2010;2010;7;1;10.95;0;11.5;17.31536159
76141 Sludka;02.07.2010;2010;7;2;17.0875;0;10.9;16.19982058
76141 Sludka;03.07.2010;2010;7;3;20.45;0;10.9;15.08991292
76141 Sludka;04.07.2010;2010;7;4;18.1625;0;10.2;13.98753051
76141 Sludka;05.07.2010;2010;7;5;15.8;0;10.2;12.89069121
76141 Sludka;06.07.2010;2010;7;6;14.7375;0;10.5;11.79871145
76141 Sludka;07.07.2010;2010;7;7;18.3375;0;10.2;10.71329586
76141 Sludka;08.07.2010;2010;7;8;21.3375;0;10.1;9.637189847
76141 Sludka;09.07.2010;2010;7;9;22.075;0;9.58;8.570631358
76141 Sludka;10.07.2010;2010;7;10;21.96666667;0;9.58;7.51048876
76141 Sludka;11.07.2010;2010;7;11;21.3625;0.4;9.55;6.459084028
76141 Sludka;12.07.2010;2010;7;12;21.7;2.25;9.8;5.449160522
76141 Sludka;13.07.2010;2010;7;13;12.94285714;0.75;9.29;4.49601567
76141 Sludka;14.07.2010;2010;7;14;16.2125;0;9.5;3.593829598
76141 Sludka;15.07.2010;2010;7;15;19.125;0;9.77;2.679289583
76141 Sludka;16.07.2010;2010;7;16;24.15;0;9.5;1.729219864
76141 Sludka;17.07.2010;2010;7;17;18.1625;0;9.5;0.771996715
76141 Sludka;18.07.2010;2010;7;18;14.41428571;0;9.24;-0.054928867
76141 Sludka;19.07.2010;2010;7;19;15.97142857;0;8.98;-0.634220486
76141 Sludka;20.07.2010;2010;7;20;18.5;0.1;8.71;-0.90914661
76141 Sludka;21.07.2010;2010;7;21;21.525;0.3;8.45;-0.98589701
76141 Sludka;22.07.2010;2010;7;22;22.5875;0;8.45;-0.979677381
76141 Sludka;23.07.2010;2010;7;23;24.2875;0;8.18;-0.978201183
76141 Sludka;24.07.2010;2010;7;24;24.08571429;0.8;8.18;-0.976996622
76141 Sludka;25.07.2010;2010;7;25;20.5;3;8.18;-0.934749117
76141 Sludka;26.07.2010;2010;7;26;17.3;0;7.92;-0.888833698
76141 Sludka;27.07.2010;2010;7;27;19.4125;0;7.92;-0.856627275
76141 Sludka;28.07.2010;2010;7;28;25.05714286;0;7.92;-0.90571922
76141 Sludka;29.07.2010;2010;7;29;25.1875;0;7.57;-0.957265744
76141 Sludka;30.07.2010;2010;7;30;25.45;0;7.57;-1.003360787
76141 Sludka;31.07.2010;2010;7;31;26.8;0;7.57;-1.013029705
76141 Sludka;01.08.2010;2010;8;1;24.575;0.75;7.57;-1.014726142
76141 Sludka;02.08.2010;2010;8;2;23.4375;2.25;7.4;-0.985521569
76141 Sludka;03.08.2010;2010;8;3;21.6125;0.3;7.4;-0.946936482
76141 Sludka;04.08.2010;2010;8;4;22.275;0;7.4;-0.92256442
76141 Sludka;05.08.2010;2010;8;5;24.8;0;7.4;-0.95347098
76141 Sludka;06.08.2010;2010;8;6;25.875;0;7.4;-0.995224191
76141 Sludka;07.08.2010;2010;8;7;26.175;0;7.22;-1.031572289
76141 Sludka;08.08.2010;2010;8;8;21.4;0;7.05;-1.043223029
76141 Sludka;09.08.2010;2010;8;9;21.45;0;6.88;-1.0512359
76141 Sludka;10.08.2010;2010;8;10;25.6375;0;6.71;-1.057666224
76141 Sludka;11.08.2010;2010;8;11;26.2625;0;6.71;-1.06173068
76141 Sludka;12.08.2010;2010;8;12;23.4;0;6.36;-1.065399194
76141 Sludka;13.08.2010;2010;8;13;17.9125;0;6.36;-1.069611857
76141 Sludka;14.08.2010;2010;8;14;10.9625;0;6.36;-1.072637489
76141 Sludka;15.08.2010;2010;8;15;14.5875;0;6.36;-1.071151536
76141 Sludka;16.08.2010;2010;8;16;14.875;0;6.36;-1.064618832
76141 Sludka;17.08.2010;2010;8;17;9.257142857;0;6.19;-1.055078405
76141 Sludka;18.08.2010;2010;8;18;10.9875;1;6.34;-1.03087727
76141 Sludka;19.08.2010;2010;8;19;8.7;4.75;6.34;-0.932767871
76141 Sludka;20.08.2010;2010;8;20;7.3;6.25;6.48;-0.717842162
76141 Sludka;21.08.2010;2010;8;21;9.0625;0;6.81;-0.513900367
76141 Sludka;22.08.2010;2010;8;22;8.45;0.25;6.96;-0.440185764
76141 Sludka;23.08.2010;2010;8;23;10.3875;4;6.96;-0.502989465
76141 Sludka;24.08.2010;2010;8;24;11.0625;18.75;7.3;0.355698415
76141 Sludka;25.08.2010;2010;8;25;11.3;0;7.45;1.720279184
76141 Sludka;26.08.2010;2010;8;26;14.6125;0.9;7.6;3.308776896
76141 Sludka;27.08.2010;2010;8;27;15.4;0.5;7.75;3.266383064
76141 Sludka;28.08.2010;2010;8;28;12.1;1.575;7.9;2.507579029
76141 Sludka;29.08.2010;2010;8;29;8.95;12.225;8.27;2.078089428
76141 Sludka;30.08.2010;2010;8;30;13.0875;3.7;8.86;2.901757259
76141 Sludka;31.08.2010;2010;8;31;8.175;0.125;9.68;4.236678353
76141 Sludka;01.09.2010;2010;9;1;5.725;0.375;10.1;4.589612519
76141 Sludka;02.09.2010;2010;9;2;8.3625;0;9.63;3.927241424
76141 Sludka;03.09.2010;2010;9;3;17.225;0;9.35;2.818848471
76141 Sludka;04.09.2010;2010;9;4;15.9875;0;9.28;1.945752698
76141 Sludka;05.09.2010;2010;9;5;10.2625;0;9.44;1.326560983
76141 Sludka;06.09.2010;2010;9;6;7.3;0.7;9.2;0.714804932
76141 Sludka;07.09.2010;2010;9;7;5.1375;0;8.97;0.165335154
76141 Sludka;08.09.2010;2010;9;8;3.9625;0;8.73;-0.249362524
76141 Sludka;09.09.2010;2010;9;9;5.5875;0.5;8.5;-0.485478943
76141 Sludka;10.09.2010;2010;9;10;4.025;1.5;8.5;-0.527504649
76141 Sludka;11.09.2010;2010;9;11;2.1875;0.75;8.26;-0.468636539
76141 Sludka;12.09.2010;2010;9;12;5.8625;2.25;8.26;-0.340736969
76141 Sludka;13.09.2010;2010;9;13;3.5375;0;8.26;-0.301336246
76141 Sludka;14.09.2010;2010;9;14;7.175;0;8.05;-0.308478553
76141 Sludka;15.09.2010;2010;9;15;13.525;0;8.05;-0.442515251
76141 Sludka;16.09.2010;2010;9;16;14.9875;0.25;7.7;-0.529077717
76141 Sludka;17.09.2010;2010;9;17;14.7;0.75;7.7;-0.570094812
76141 Sludka;18.09.2010;2010;9;18;15.5875;0;7.7;-0.541010564
76141 Sludka;19.09.2010;2010;9;19;18.175;0;7.84;-0.526898851
76141 Sludka;20.09.2010;2010;9;20;15.9375;0.5;7.84;-0.548296541
76141 Sludka;21.09.2010;2010;9;21;11.4375;3.5;7.97;-0.470312704
76141 Sludka;22.09.2010;2010;9;22;8.725;0;7.75;-0.352455792
76141 Sludka;23.09.2010;2010;9;23;9.95;1.15;7.75;-0.201567921
76141 Sludka;24.09.2010;2010;9;24;11.775;2.8;8.1;-0.164843114
76141 Sludka;25.09.2010;2010;9;25;9.975;5.25;9.03;0.006029767
76141 Sludka;26.09.2010;2010;9;26;9.4625;0;9.76;0.239965426
76141 Sludka;27.09.2010;2010;9;27;7.5125;0;9.67;0.454507979
76141 Sludka;28.09.2010;2010;9;28;3.5125;0.1;9.18;0.317214543
76141 Sludka;29.09.2010;2010;9;29;1.628571429;8.8;8.68;0.532920596
76141 Sludka;30.09.2010;2010;9;30;1.0625;1.9;8.82;1.127743945
76141 Sludka;01.10.2010;2010;10;1;1.075;0.3;9.07;2.161103618
76141 Sludka;02.10.2010;2010;10;2;-0.7125;0;9.22;2.404620738
76141 Sludka;03.10.2010;2010;10;3;0.35;0;8.96;2.054235203
76141 Sludka;04.10.2010;2010;10;4;-0.2625;0;8.87;1.290632297
76141 Sludka;05.10.2010;2010;10;5;2.3625;0;8.53;0.723278353
76141 Sludka;06.10.2010;2010;10;6;5.275;0;8.76;0.276695619
76141 Sludka;07.10.2010;2010;10;7;2.6375;0;9.03;-0.084389323
76141 Sludka;08.10.2010;2010;10;8;3.875;0;9.16;-0.314030268
76141 Sludka;09.10.2010;2010;10;9;3.1875;0;9.04;-0.414057057
76141 Sludka;10.10.2010;2010;10;10;3.0625;0;8.92;-0.434382982
76141 Sludka;11.10.2010;2010;10;11;4.7125;0;9.04;-0.42652999
76141 Sludka;12.10.2010;2010;10;12;8.5;0;9.17;-0.41717626
76141 Sludka;13.10.2010;2010;10;13;5.275;5;9.29;-0.08862744
76141 Sludka;14.10.2010;2010;10;14;1.0625;0.9;9.42;0.438487092
76141 Sludka;15.10.2010;2010;10;15;1.6375;0.1;9.55;1.125074982
76141 Sludka;16.10.2010;2010;10;16;1.275;2.55;9.95;1.402183441
76141 Sludka;17.10.2010;2010;10;17;0.2875;1.65;10.2;1.507471253
76141 Sludka;18.10.2010;2010;10;18;-1.2875;0.6;10.2;1.479302241
76141 Sludka;19.10.2010;2010;10;19;-0.55;0.3;10.1;1.45887833
76141 Sludka;20.10.2010;2010;10;20;1.6625;0;9.82;1.373284818
76141 Sludka;21.10.2010;2010;10;21;0.675;0.15;9.69;1.231101446
76141 Sludka;22.10.2010;2010;10;22;3.55;2.6;9.69;1.271622506
76141 Sludka;23.10.2010;2010;10;23;2.8875;6.25;9.83;2.019020392
76141 Sludka;24.10.2010;2010;10;24;2.1625;0.4;9.83;3.253414564
76141 Sludka;25.10.2010;2010;10;25;3.85;0;10.1;4.590500436
76141 Sludka;26.10.2010;2010;10;26;3.9875;0.125;10.1;4.826073569
76141 Sludka;27.10.2010;2010;10;27;4.8125;2.025;10.2;4.484542312
76141 Sludka;28.10.2010;2010;10;28;2.55;5.925;10.6;4.595064449
76141 Sludka;29.10.2010;2010;10;29;1.725;6.025;11.4;6.592645538
76141 Sludka;30.10.2010;2010;10;30;0.075;1.775;12.2;9.863118969
76141 Sludka;31.10.2010;2010;10;31;-0.614285714;0.525;12.6;12.68941893
76141 Sludka;01.11.2010;2010;11;1;-0.414285714;0.075;12.8;13.22162799
76141 Sludka;02.11.2010;2010;11;2;0.8125;0.225;12.6;11.89069772
76141 Sludka;03.11.2010;2010;11;3;1.3625;0;12.8;10.00173558
76141 Sludka;04.11.2010;2010;11;4;3.825;0;12.9;8.853150385
76141 Sludka;05.11.2010;2010;11;5;4.4375;1.25;12.4;8.456402287
76141 Sludka;06.11.2010;2010;11;6;1.2375;1.75;12.2;8.473709932
76141 Sludka;07.11.2010;2010;11;7;-3.9;0.125;12.2;8.658417371
76141 Sludka;08.11.2010;2010;11;8;-3.2125;1.125;12;8.803929898
76141 Sludka;09.11.2010;2010;11;9;-0.275;13.25;12;9.22946448
76141 Sludka;10.11.2010;2010;11;10;3.171428571;14;13.1;14.60118952
76141 Sludka;11.11.2010;2010;11;11;6.675;0.25;16.2;25.27899791
76141 Sludka;12.11.2010;2010;11;12;5.775;0.85;19.2;40.03767495
76141 Sludka;13.11.2010;2010;11;13;3.825;5;19.9;50.23010905
76141 Sludka;14.11.2010;2010;11;14;4.925;4.45;23;55.7925062
76141 Sludka;15.11.2010;2010;11;15;2.9625;2.25;26.4;57.95754357
76141 Sludka;16.11.2010;2010;11;16;3.725;3.1;26.7;60.17711793
76141 Sludka;17.11.2010;2010;11;17;0.775;0.6;27.4;61.17348356
76141 Sludka;18.11.2010;2010;11;18;-3.714285714;0;28.2;60.05307271
76141 Sludka;19.11.2010;2010;11;19;-3.55;1.25;26.7;56.61588827
76141 Sludka;20.11.2010;2010;11;20;-6.125;4.15;22.1;51.91835064
76141 Sludka;21.11.2010;2010;11;21;-11.425;0;16.3;46.66750946
76141 Sludka;22.11.2010;2010;11;22;-16.15;0;16.2;41.74618264
76141 Sludka;23.11.2010;2010;11;23;-16.45;0;16;37.29090929
76141 Sludka;24.11.2010;2010;11;24;-11.6875;0.55;15.8;33.27413418
76141 Sludka;25.11.2010;2010;11;25;-12.675;11.5;15.8;29.67718344
76141 Sludka;26.11.2010;2010;11;26;-11.0875;12.25;14.5;26.49660895
76141 Sludka;27.11.2010;2010;11;27;-13.2875;5.25;13.2;23.79889834
76141 Sludka;28.11.2010;2010;11;28;-14.8125;7.75;12.1;21.72159978
76141 Sludka;29.11.2010;2010;11;29;-18.775;3.45;10.9;20.34531641
