iter	RMSE
450	0.2791522409
451	0.2789112344
452	0.2776365472
453	0.2766203103
454	0.2759354961
455	0.2756711018
456	0.2751472263
457	0.2746285669
458	0.2740342907
459	0.2737290922
460	0.2728829964
461	0.2716931154
462	0.2710624831
463	0.2705906833
464	0.2695555204
465	0.2692287923
466	0.2687978472
467	0.2685710526
468	0.2677321307
469	0.2668628728
470	0.2659420099
471	0.2648899673
472	0.2640574895
473	0.2631212209
474	0.2627833326
475	0.2623441882
476	0.2614161822
477	0.260384576
478	0.2596157039
479	0.2592206025
480	0.2587842443
481	0.2583548626
482	0.2576934684
483	0.2574452105
484	0.2568092865
485	0.2563564037
486	0.2557292021
487	0.2552823834
488	0.2547338178
489	0.2535120607
490	0.2530642229
491	0.2522655466
492	0.2517710802
493	0.251535228
494	0.2511249978
495	0.2509097363
496	0.2504636945
497	0.2496702512
498	0.2494929248
499	0.2489166752
500	0.2477646346
501	0.2467874856
502	0.246003089
503	0.2452416035
504	0.2446552197
505	0.244268297
506	0.2439301539
507	0.2431255269
508	0.2423157718
509	0.2418910743
510	0.2416429601
511	0.2411114629
512	0.2402712754
513	0.2395262517
514	0.2392513611
515	0.2383428275
516	0.2377723333
517	0.2369581672
518	0.2364243906
519	0.2356215394
520	0.2354445733
521	0.2352367822
522	0.2344736386
523	0.2339018907
524	0.2333007494
525	0.2329382182
526	0.2322143511
527	0.2315484891
528	0.2308717313
529	0.2301758054
530	0.2296476546
531	0.2283874866
532	0.2277644663
533	0.2272982074
534	0.2265903627
535	0.2261844219
536	0.2254689867
537	0.2251782312
538	0.2245129818
539	0.2241880316
540	0.2239654825
541	0.2231696528
542	0.2226689093
543	0.2224459137
544	0.2220642926
545	0.2215504745
546	0.2212185481
547	0.2208378716
548	0.2206007108
549	0.2199937803
550	0.2197124377
551	0.2192833599
552	0.2188252235
553	0.2183134561
554	0.217769805
555	0.2174475826
556	0.2168833687
557	0.2160791478
558	0.2155063416
559	0.214743915
560	0.2140648965
561	0.2133103427
562	0.2123138252
563	0.2116574712
564	0.211026773
565	0.2104466397
566	0.2101126964
567	0.2097594878
568	0.2089634772
569	0.2085088609
570	0.2079023045
571	0.207609601
572	0.2072625386
573	0.207075373
574	0.2064124829
575	0.2060980842
576	0.2050360784
577	0.2047215943
578	0.2043013741
579	0.2040477222
580	0.2034788191
581	0.2029725104
582	0.2022134097
583	0.2015713272
584	0.2008987416
585	0.2000503923
586	0.1997693763
587	0.1995670962
588	0.1994496022
589	0.1991906726
590	0.1987736992
591	0.1983780501
592	0.1979002311
593	0.1977468103
594	0.1971887238
595	0.1968095003
596	0.1962975964
597	0.1960119302
598	0.1957061993
599	0.1954237688
600	0.1948276747
601	0.1943148846
602	0.193524543
603	0.1934493762
604	0.1931995687
605	0.1929525142
606	0.1926792492
607	0.1923657833
608	0.1921755174
609	0.1920623391
610	0.1915771205
611	0.1909409986
612	0.1905561206
613	0.190273603
614	0.1901466495
615	0.1898260395
616	0.1895846305
617	0.1891431037
618	0.1886268849
619	0.1878539257
620	0.1873152098
621	0.1869206582
622	0.186505596
623	0.1858200752
624	0.1856450768
625	0.1848569679
626	0.1844667957
627	0.1841784788
628	0.1838271335
629	0.1833871675
630	0.1827483983
631	0.1824052122
632	0.1819457797
633	0.1812858343
634	0.1811342387
635	0.180560093
636	0.1802731649
637	0.1797355442
638	0.179411017
639	0.1787633798
640	0.1782614578
641	0.177355176
642	0.1765680657
643	0.1762383667
644	0.17594246
645	0.1751886593
646	0.1745343987
647	0.1742100611
648	0.1739832624
649	0.173535621
650	0.1731876139
651	0.1728596767
652	0.1721847332
653	0.1719269356
654	0.1716344124
655	0.1711061541
656	0.1706868724
657	0.1704177506
658	0.1699551917
659	0.169379506
660	0.1691511594
661	0.16869003
662	0.1682116728
663	0.1678565887
664	0.1675972768
665	0.1673967326
666	0.1670495156
667	0.1665859202
668	0.1664426266
669	0.1659781101
670	0.16558628
671	0.1652098401
672	0.1648395287
673	0.1642103544
674	0.1639430696
675	0.163425286
676	0.1631992838
677	0.1630762929
678	0.1626244536
679	0.1625150402
680	0.1622085056
681	0.1619645846
682	0.1613024506
683	0.1607695669
684	0.1602858355
685	0.1600034536
686	0.1596133972
687	0.15914047
688	0.1585575171
689	0.1581995614
690	0.1576744193
691	0.1571673055
692	0.1570359637
693	0.1569248264
694	0.1565504386
695	0.1561430071
696	0.1559238122
697	0.1555595226
698	0.1553593932
699	0.155222514
700	0.1550631082
701	0.1549634657
702	0.1544121182
703	0.1539705204
704	0.1536143047
705	0.1531856681
706	0.1529078365
707	0.1524317197
708	0.152187727
709	0.1517941889
710	0.1515059108
711	0.1511344956
712	0.1508658574
713	0.1506209656
714	0.1501302132
715	0.1496780572
716	0.1494797182
717	0.1492449725
718	0.1490747425
719	0.1486258367
720	0.1480930925
721	0.1477105459
722	0.1473186995
723	0.1472105126
724	0.146954487
725	0.1465488152
726	0.146062602
727	0.1456979145
728	0.1455781513
729	0.1449885631
730	0.1447913942
731	0.1443661192
732	0.1439915836
733	0.1436507659
734	0.1433333576
735	0.1427262533
736	0.1425119117
737	0.1420390408
738	0.141704067
739	0.1414918218
740	0.1412012545
741	0.1408931262
742	0.140455567
743	0.1402989161
744	0.1400679537
745	0.1398551206
746	0.1394694952
747	0.138979523
748	0.1386892156
749	0.1384924708
750	0.1378858455
751	0.1377506886
752	0.1373236941
753	0.1369187595
754	0.1365576262
755	0.1359895429
756	0.1356424457
757	0.1351799799
758	0.1350576771
759	0.1346258922
760	0.1342730083
761	0.134085191
762	0.1337880072
763	0.1332850829
764	0.1330688321
765	0.1329133155
766	0.1326168842
767	0.1321203283
768	0.1316628704
769	0.1314599172
770	0.1307987136
771	0.1303806749
772	0.1300640103
773	0.1299048648
774	0.1297213577
775	0.1294583937
776	0.129191182
777	0.1290076238
778	0.1285579769
779	0.1282700954
780	0.1279714164
781	0.1278301379
782	0.1272102972
783	0.1269333568
784	0.1264841374
785	0.1261388553
786	0.1259491762
787	0.1256885231
788	0.1252624049
789	0.124909549
790	0.1247947179
791	0.1245711632
792	0.1244955903
793	0.1243321321
794	0.1240175401
795	0.1236841836
796	0.1233741466
797	0.1230563114
798	0.1226759844
799	0.1223030634
800	0.1221095488
801	0.1218327938
802	0.1215650069
803	0.1214433369
804	0.1213510583
805	0.1211972357
806	0.1208638989
807	0.1205812763
808	0.1201515712
809	0.1197577548
810	0.1194081031
811	0.1189512082
812	0.1185964489
813	0.1185163103
814	0.1182090553
815	0.1178838164
816	0.1174998152
817	0.1171988157
818	0.1169764201
819	0.1166825583
820	0.1162433963
821	0.116038223
822	0.1158369453
823	0.1154774569
824	0.115085794
825	0.1146860747
826	0.1143493447
827	0.1142548208
828	0.1138395194
829	0.113737308
830	0.1132237993
831	0.1130801256
832	0.1127336153
833	0.1126032533
834	0.1124825901
835	0.1121387755
836	0.1118375591
837	0.1116618211
838	0.1114513896
839	0.1112566034
840	0.1110536022
841	0.1108028472
842	0.1105943964
843	0.1103728946
844	0.1100121554
845	0.1096762554
846	0.1094764891
847	0.1093876932
848	0.1089800189
849	0.1086740185
850	0.1082105093
851	0.1078944457
852	0.1076860343
853	0.1075467813
854	0.1072258587
855	0.1070923067
856	0.1070418397
857	0.1069350422
858	0.1066619124
859	0.1063190404
860	0.1057710428
861	0.1054019802
862	0.1052799787
863	0.1051617051
864	0.1049421992
865	0.1046224766
866	0.1045351641
867	0.1043489896
868	0.1041136111
869	0.1040550938
870	0.1038873671
871	0.1035937052
872	0.1033796521
873	0.1029574699
874	0.1027620464
875	0.1025394359
876	0.1022426858
877	0.1020299929
878	0.1017251897
879	0.1013459322
880	0.1011462451
881	0.1010455917
882	0.1009370529
883	0.1007608457
884	0.1005007504
885	0.1003182625
886	0.1001625097
887	0.09996663368
888	0.09973589265
889	0.09957687399
890	0.09922487002
891	0.09877858421
892	0.0983937089
893	0.09829193344
894	0.09811279836
895	0.09803633258
896	0.09772979222
897	0.09758595423
898	0.09729146507
899	0.09707779863
900	0.09691710727
901	0.09670906386
902	0.09665523318
903	0.09641101548
904	0.0962807572
905	0.09610469449
906	0.09606821578
907	0.0959144763
908	0.09580963259
909	0.09561047011
910	0.09539504271
911	0.09495442022
912	0.09462946252
913	0.09438395971
914	0.09415890508
915	0.09384490464
916	0.09371053239
917	0.09360518627
918	0.093334681
919	0.09311318842
920	0.0930243851
921	0.09277857371
922	0.09253778399
923	0.09236966093
924	0.09220514517
925	0.0919896399
926	0.09192314972
927	0.09176249594
928	0.09166032293
929	0.09155518455
930	0.09138781353
931	0.09129361288
932	0.09121062952
933	0.09112427209
934	0.09081913595
935	0.09052241077
936	0.09031177622
937	0.0900646873
938	0.08969636977
939	0.08949993414
940	0.0894559684
941	0.08924537335
942	0.08914727873
943	0.08906200531
944	0.08881643133
945	0.08854104846
946	0.08838005922
947	0.08826162562
948	0.08809614962
949	0.08779825798
950	0.08765143326
951	0.08732094009
952	0.08722801375
953	0.08715249472
954	0.08699543488
955	0.08666350948
956	0.08655348826
957	0.08642565114
958	0.08631278786
959	0.08601371885
960	0.08580239165
961	0.08562222276
962	0.08553136674
963	0.08523065068
964	0.08504389151
965	0.08481961847
966	0.08472867999
967	0.08457157519
968	0.08443118435
969	0.08438549499
970	0.0842210414
971	0.08401007656
972	0.08386721305
973	0.08368682435
974	0.08362814916
975	0.08349666177
976	0.0833599099
977	0.08316473172
978	0.08280257622
979	0.08257142697
980	0.08246322857
981	0.08219561325
982	0.08210235667
983	0.08193577636
984	0.08171111106
985	0.08162610265
986	0.0815784348
987	0.08126841663
988	0.08117134688
989	0.08101359559
990	0.0807368287
991	0.08067844018
992	0.08038993136
993	0.08019589997
994	0.0800725409
995	0.07982480302
996	0.07964078666
997	0.07951676088
998	0.07943338585
999	0.07932689316
